figure_name,embryo_image,,Contrast RR ,Correlation RR,Energy RR,Homogeneity RR,Contrast TE,Correlation TE,Energy TE ,Homogeneity TE,DC1,Mean DC1,LC1,Mean LC1,DC2,Mean DC2,LC2,Mean LC2,Radius ER,Sum ER,Mean grey ER,Deviation RR,Mean grey RR,Mode value RR,Dark RR,Mean Count RR,Bright RR,Deviation TE,Mean grey TE, Mode grey TE,Dark TE,Mean Count TE,Bright TE,WSN,Area ICM,Convex ICM,Eccen ICM,Mean ICM,MFA Classification,TGA Classification,BLC Classification,Modal value
blq145,,,0.406132699,0.955075629,0.143696139,0.859891463,0.394403262,0.956532435,0.39224317,0.907968439,7,107.4364351,28,154.8591133,1,87.60504202,1,132.8823529,143,0.259641494,87.34781163,71.88731024,80.73641026,10,0.333096647,0.071689678,0.026482577,74.7112502,49.14576793,255,1.333175542,0.092149901,0.084365549,433,0.135060468,0.177855415,0.913253288,111.5116205,2,3,2,2
blq146,,,0.518485971,0.91900355,0.135226385,0.825194589,0.581617933,0.94806817,0.360816477,0.875851772,8,91.75039872,24,155.0279479,1,123.8711485,1,135.8516854,135,0.288566032,86.88347314,60.57161765,65.89232546,10,0.311351081,0.126026029,0.021909429,82.39901796,57.18739376,255,1.368028464,0.081739022,0.12824194,569,0.104548557,0.168137355,0.508157051,76.9064361,3,3,3,3
blq147,,,0.38946767,0.962506957,0.158904834,0.86118938,0.485931487,0.95170023,0.393813006,0.894081604,8,103.5458716,21,197.2280472,2,126.4663866,6,178.7315593,121,0.278763019,94.26975772,77.13112039,78.64315547,10,0.358114204,0.067793779,0.057502757,78.53854142,51.99874305,255,1.341107287,0.075912994,0.088308998,450,0.115960402,0.155517493,0.778418563,156.7994883,3,3,2,3
blq148,,,0.356949474,0.963226466,0.1168059,0.873963979,0.343390911,0.957910942,0.441563481,0.914082319,16,84.1662844,34,187.9439328,3,45.71086142,5,165.96989,165,0.212627496,98.3223917,75.03764495,101.9485653,10,0.26962063,0.071182227,0.030601705,71.1405165,44.29584908,255,1.255562753,0.060082982,0.058227272,596,0.077544519,0.106674001,0.933701069,133.23928,2,2,2,2
blq149,,,0.458655617,0.957783771,0.126579929,0.837460354,0.535260353,0.953384974,0.359470942,0.881746796,18,82.84380032,25,184.2011009,3,103.8169935,1,184.3438202,136,0.247819116,99.12365028,78.82415912,88.1915082,255,0.320655658,0.054149751,0.055309667,83.54031023,59.59600223,255,1.350660847,0.067214066,0.113335979,511,0.095334254,0.140940707,0.858876806,148.5031587,1,2,1,1
blq150,,,0.391468868,0.949935968,0.174386703,0.857788466,0.513380489,0.954257396,0.360384164,0.891678736,9,82.85025641,15,189.7486239,2,72.08722741,1,134.2689076,131,0.239571732,86.42298263,66.81534214,63.76902295,10,0.365308984,0.107759653,0.036421463,82.50401276,58.94352696,255,1.399815328,0.075442016,0.109914162,395,0.144894315,0.235217386,0.798809645,108.0364479,3,3,3,3
blq151,,,0.333381157,0.97040213,0.111056736,0.884929118,0.409950421,0.956162418,0.412743757,0.907451958,6,107.7844037,17,201.8404775,1,87.11204482,0,0,148,0.21722499,104.2054812,81.00712783,113.5582629,10,0.253825104,0.067602617,0.058774539,75.56279494,49.37260557,10,1.325234979,0.070696014,0.0697442,422,0.102786596,0.15079869,0.925459295,110.6349642,3,2,3,3
blq152,,,0.461215107,0.95687956,0.134368417,0.84185898,0.540308748,0.95562063,0.342967063,0.87812791,14,103.9862385,22,189.6025132,1,136.7259684,2,169.5280899,133,0.293153166,99.5500178,77.86927376,86.1451102,10,0.33035102,0.059428571,0.047771429,85.75706627,61.89317195,255,1.344979592,0.083265306,0.162481633,566,0.0718498,0.102357649,0.608423069,153.7424606,1,2,1,1
blq153,,,0.359242731,0.964655495,0.105421203,0.870999505,0.513411596,0.942887871,0.408634611,0.888440001,13,112.8149387,25,176.9592212,2,141.2370787,2,136.3678373,150,0.231319331,102.067393,76.96730076,110.5400746,10,0.244820402,0.081156567,0.038185939,73.91437392,47.58711871,10,1.317826973,0.073441542,0.066619354,518,0.092864653,0.154273248,0.927249749,148.4488889,2,2,2,2
blq154,,,0.329054726,0.968363754,0.118253801,0.88590106,0.403969665,0.959956357,0.398995238,0.898044411,11,110.8348624,17,192.6546141,0,0,2,180.0672269,146,0.238135098,99.61712781,77.51428316,99.14663003,10,0.278087176,0.073711047,0.042399941,78.63168703,52.09423602,255,1.322962303,0.069057697,0.105739957,529,0.087530112,0.120377167,0.885426452,89.81100874,2,3,2,2
blq155,,,0.371207637,0.959082065,0.106674612,0.865863641,0.472184297,0.949750239,0.426955168,0.897449609,21,99.24683268,33,187.6057826,2,115.0146067,4,189.4495798,162,0.209004571,102.2223064,72.8614464,102.3562048,10,0.247011365,0.108935512,0.031663873,76.15039827,48.66546214,255,1.262226234,0.055333493,0.066182836,645,0.055266088,0.072240308,0.910811326,43.4207936,3,3,3,3
blq156,,,0.32406639,0.971493406,0.132741161,0.896271838,0.412533187,0.953718837,0.426374084,0.908931797,0,0,0,0,0,0,0,0,166,0.187513586,109.2998238,81.33835337,115.7439955,10,0.279506207,0.063222052,0.045505415,74.16858945,47.56932668,255,1.227578726,0.056421205,0.060088497,476,0.076135746,0.101452099,0.891023401,50.24232409,2,2,2,2
blq157,,,0.312951441,0.972630154,0.130859599,0.893350301,0.475628975,0.950609943,0.430331812,0.896382829,1,108.6687898,5,169.159633,1,152.0202247,1,186.6414566,164,0.190564611,113.2920255,81.55503807,121.7268066,10,0.260606384,0.057059944,0.041695597,76.96290524,49.28286994,255,1.251775891,0.045487725,0.072353077,482,0.057553837,0.06907291,0.916968574,155.0174603,2,2,2,2
blq158,,,0.299901161,0.96856022,0.128883235,0.896982391,0.358766488,0.960941718,0.472161192,0.919104983,0,0,5,186.7100917,1,124.0382022,0,0,188,0.152580525,113.2676836,74.96359871,116.7537827,10,0.24166205,0.089578332,0.023551862,75.22553794,45.56162133,255,1.191800554,0.029338258,0.057654663,618,0.046646371,0.059567377,0.919791493,56.1067601,1,2,1,1
blq159,,,0.378147939,0.963802388,0.112970155,0.868728545,0.454088785,0.953464214,0.416597682,0.896103149,26,106.0811574,35,193.9258191,1,109.8068536,6,169.5135387,161,0.228064164,103.0554051,77.69059833,101.3611252,10,0.272633571,0.073686775,0.041622159,77.50161497,50.58904708,255,1.249882873,0.050430089,0.078540507,480,0.075627145,0.092001273,0.788104403,157.1017739,2,2,2,2
blq160,,,0.272169778,0.976698113,0.130659071,0.912826544,0.338299737,0.960750418,0.504578255,0.927428876,0,0,1,228.4202899,0,0,0,0,154,0.161235312,109.7372612,82.07227174,111.2951094,10,0.276629458,0.052235219,0.043048657,72.86342615,41.00399142,255,1.275739287,0.0437964,0.062650216,436,0.086516834,0.115888803,0.928801176,117.6873159,3,3,3,3
blq161,,,0.341031432,0.969426697,0.120162571,0.875672833,0.45334891,0.952617584,0.418814725,0.897541305,20,99.84174312,34,191.2512142,5,130.8449438,5,188.68,161,0.207839004,106.383032,80.41407885,108.9006016,10,0.279773617,0.069751317,0.05179813,76.57607097,50.00415369,255,1.252956279,0.051442064,0.066022001,588,0.084115204,0.105795444,0.910052427,144.6567836,1,2,1,1
blq162,,,0.324832686,0.96943184,0.151628227,0.886543725,0.424542014,0.951905063,0.382245176,0.896989232,9,127.0275229,28,202.8066841,0,0,4,199.6196629,142,0.234391251,92.89504177,78.16708426,93.2086499,10,0.337673495,0.074659722,0.04762544,73.10649525,49.4132153,10,1.323122768,0.08824398,0.05307525,490,0.146423553,0.202071692,0.87735864,154.5503236,1,2,1,1
blq163,,,0.347729601,0.968016622,0.127453424,0.872101121,0.39243462,0.959741794,0.465870453,0.908522804,12,93.12844037,17,175.3453859,0,0,5,188.5,132,0.197774497,102.5810968,79.14234422,102.3459924,10,0.298478488,0.065374069,0.046737363,77.42521026,46.81452322,255,1.286927613,0.038147007,0.072290034,518,0.099210278,0.137605184,0.847969558,147.9716521,2,2,1,2
blq164,,,0.254925027,0.976195983,0.138285172,0.907522243,0.340647692,0.96428576,0.480603244,0.920619167,16,88.31612319,19,181.9575085,4,110.961236,0,0,166,0.182673557,113.7021923,78.74896981,113.6827321,10,0.267399897,0.054523583,0.022934275,76.64444036,46.1407168,255,1.23107688,0.033682763,0.061350748,622,0.07716638,0.104730287,0.91764596,120.4925753,3,3,3,3
blq165,,,0.266037331,0.976907543,0.136449852,0.913205406,0.456370425,0.953382185,0.423356242,0.902885544,3,57.32721713,2,189.4311927,1,80.29131653,1,170.5910112,164,0.180362978,109.3674401,81.47378682,113.0675284,10,0.273015364,0.047748758,0.033238975,77.55316824,49.99484705,255,1.240559739,0.055315209,0.07080418,629,0.076979296,0.105149947,0.905929891,104.3008955,2,2,2,2
blq166,,,0.314184397,0.96945212,0.116509442,0.892088388,0.414776828,0.955496271,0.434255213,0.905707141,14,95.10662526,35,195.5519958,2,94.27030812,4,162.9502801,163,0.213684186,104.864,77.21274966,108.4231598,10,0.255138072,0.069406971,0.034531462,75.73454669,48.15892071,255,1.261711182,0.050285197,0.068972386,529,0.08752783,0.118244066,0.857793539,117.0694951,1,2,2,2
blq167,,,0.328167509,0.971198633,0.116456702,0.885471822,0.331072943,0.960824115,0.450369358,0.914175801,18,103.7268094,16,201.127867,0,0,3,168.2973783,170,0.204324107,107.506052,81.40612685,116.7953904,10,0.255366849,0.066144094,0.054821696,72.30421249,44.5840882,255,1.24273802,0.048918566,0.060531282,472,0.07077847,0.09634469,0.854423063,93.20598553,1,2,1,1
blq168,,,0.295159059,0.970318761,0.114041233,0.889362198,0.448741188,0.949352179,0.438189662,0.900888405,17,105.2191042,32,177.3862723,1,79.28971963,7,182.8635634,166,0.178214724,102.33166,76.0243635,106.1665261,10,0.250340042,0.064840481,0.030819029,73.86751083,46.0680169,255,1.250081782,0.058297894,0.064513352,558,0.070754296,0.100210226,0.865458833,155.3019387,2,2,2,2
blq169,,,0.385380704,0.966930151,0.118316155,0.878086413,0.543389003,0.951929542,0.371736106,0.888561342,5,114.7192661,7,202.7432712,0,0,0,0,135,0.240081629,106.7366814,82.0190175,107.1531787,10,0.280016229,0.065977966,0.059267813,82.80934402,58.74074432,10,1.373240536,0.062763334,0.108954152,471,0.10602124,0.156631266,0.828796515,163.3962733,2,2,2,2
blq170,,,0.408965266,0.966297223,0.120911878,0.887678842,0.475897436,0.956083703,0.432274601,0.913967745,0,0,0,0,0,0,0,0,163,0.194012206,119.3095574,84.31034348,126.5750294,10,0.253508375,0.065387053,0.064970575,81.2877804,53.05811124,255,1.255645088,0.03943866,0.075364418,493,0.063247217,0.084200798,0.853974029,166.799814,2,3,2,2
blq171,,,0.334341316,0.971135873,0.13471656,0.880129824,0.483811772,0.951939922,0.382389169,0.88860614,8,87.70527523,15,181.5082569,1,51.00898876,3,163.1865633,147,0.229912569,102.9611061,81.27487193,102.4253925,10,0.309932296,0.046276299,0.037321944,78.52471885,53.44291722,255,1.290955859,0.068019122,0.082481982,538,0.094693219,0.124151517,0.909010432,45.45305594,2,2,2,2
blq172,,,0.319678264,0.970398268,0.127289271,0.890366589,0.408525996,0.954462047,0.432897039,0.907918493,0,0,2,204.7173913,0,0,0,0,167,0.195603816,108.4922851,79.33867534,113.8274992,10,0.27001304,0.071770902,0.040000677,74.48807499,47.7113059,255,1.236498501,0.043540111,0.056647869000000003,403,0.089231115,0.118482614,0.761095192,159.0839104,1,2,1,1
blq173,,,0.332236842,0.972357585,0.145603043,0.885871119,0.366680883,0.96160407,0.412578362,0.909669803,4,92.88768116,11,178.1934946,0,0,1,190.0952381,150,0.22174174,102.0300444,82.80352713,106.9872714,10,0.318422197,0.041207848,0.035873721,76.59764155,49.45232156,255,1.31054692,0.080149264,0.08575811,433,0.100795,0.129273494,0.843275664,58.2539729,1,1,2,1
blq174,,,0.403729466,0.962156629,0.108387485,0.864434326,0.37367075,0.955236408,0.429138595,0.907862058,25,104.8679176,14,182.1415465,1,142.5064695,2,185.7014787,162,0.233832354,99.62693019,78.51923906,104.7594172,10,0.265026064,0.062719888,0.041094881,71.94912506,45.06137316,255,1.261949935,0.063548785,0.067453812,587,0.088823534,0.124140452,0.875721963,149.5682297,1,2,1,1
blq175,,,0.263897867,0.973936471,0.157703851,0.91717663,0.404989118,0.952804655,0.471522642,0.919413986,0,0,0,0,0,0,0,0,182,0.15191888,115.9299304,77.34202662,127.1167733,10,0.237115754,0.071636544,0.016168203,72.86061421,43.85895013,255,1.212910411,0.041889734,0.052221283,503,0.063317631,0.081948885,0.932986137,66.81567614,2,2,2,2
blq176,,,0.375117623,0.965091076,0.136713548,0.871789723,0.436086843,0.964791941,0.352038673,0.893694256,16,106.6381881,19,182.754225,2,136.0359551,2,184.5033445,132,0.302215361,103.1208056,78.34120236,92.47589295,10,0.323498948,0.059206789,0.037889672,86.71281691,62.77394498,255,1.363259715,0.074442848,0.177486719,399,0.125635231,0.162256989,0.834956706,75.55635063,3,3,3,3
blq177,,,0.363204946,0.962019454,0.11013801,0.86491072,0.379337819,0.956384117,0.467375693,0.905450748,27,103.4989782,44,188.7068511,3,133.4220355,1,192.7985213,177,0.203783759,108.6217127,75.10387005,117.1996559,147,0.231230754,0.093090835,0.0298255,73.26486691,43.48856824,255,1.235452298,0.049111596,0.067298934,700,0.050801774,0.067965701,0.94709683,61.33319185,1,2,1,1
blq178,,,0.283304208,0.970257341,0.181657772,0.890362768,0.478521464,0.954380764,0.345223624,0.890478972,10,116.8834862,19,179,0,0,4,173.5692482,132,0.255411531,91.4426694,73.28862203,77.56657423,10,0.382037489,0.052591132,0.019479435,79.9338315,57.58401885,255,1.349861339,0.093421097,0.102275385,365,0.159410156,0.192286082,0.855068961,151.8843894,2,2,3,2
blq179,,,0.324878976,0.96910748,0.120995816,0.889982217,0.465577222,0.953456432,0.426097898,0.899816388,18,97.88667688,18,187.3970438,1,148.5707865,2,200.3067227,166,0.189419564,106.341627,77.7810649,104.603106,10,0.26934798,0.057178768,0.033160586,78.46130557,50.81428611,255,1.235429831,0.047003323,0.071710198,614,0.079130851,0.113440638,0.663892002,152.5748282,1,2,1,1
blq180,,,0.391706005,0.961694181,0.11525977,0.864155856,0.363321799,0.964132035,0.378869207,0.898952226,24,102.574159,26,180.9943543,1,107.5919003,1,194.5823293,145,0.29302677,102.2056728,77.0842893,100.8547259,10,0.281987829,0.077750562,0.039266685,79.08977476,54.0191808,255,1.29511881,0.067271029,0.116638469,590,0.084781265,0.106429551,0.890061972,114.7147622,2,3,2,2
blq181,,,0.322502938,0.970799248,0.14420961,0.879805516,0.417332449,0.966311368,0.362359828,0.897825955,10,109.433945,21,177.7294686,1,84.57303371,2,152.9187675,138,0.248911512,104.768,79.43851765,94.46930606,10,0.331512053,0.04899927,0.043769175,86.56448995,61.8576,255,1.323447772,0.06550767,0.152636961,420,0.099189888,0.127825338,0.807240958,38.73679333,2,2,2,2
blq182,,,0.311605785,0.96502518,0.134585946,0.889756735,0.35242616,0.961894308,0.454462532,0.914249272,19,75.96567506,24,175.0241546,2,90.81123596,1,153.951938,150,0.227655231,103.9302103,72.07009653,100.459974,10,0.27370995,0.059073531,0.015156514,75.59799282,45.39688749,255,1.247375264,0.052494712,0.085524656,565,0.060793769,0.083290059,0.72441661,133.0204393,2,3,2,2
blq183,,,0.343792462,0.968441453,0.112803515,0.88568221,0.396606067,0.959592736,0.443257366,0.912802516,0,0,0,0,0,0,0,0,164,0.188718376,112.6348699,79.78507783,120.8313661,188,0.234221724,0.055938329,0.037529598,77.56320845,48.79558399,10,1.267389485,0.05041927,0.073545906,548,0.063475322,0.087285834,0.93385306,50.86340442,3,3,3,3
blq184,,,0.342139993,0.966092712,0.128985691,0.887626625,0.440551711,0.958452349,0.383128084,0.894069846,3,81.83091787,6,203.4923547,0,0,1,182.1977528,145,0.219160709,103.8821374,76.38529146,102.9748491,10,0.286356405,0.061766117,0.030428525,80.68625435,55.07932137,255,1.302946895,0.066690235,0.115880912,460,0.072998817,0.093631194,0.830319183,148.1367288,2,2,2,2
blq185,,,0.331268657,0.967489759,0.129389135,0.871965766,0.519457282,0.949000063,0.387068183,0.883504097,19,97.30462287,32,182.7697821,2,93.86966292,7,178.6100873,146,0.227532733,95.74334266,76.29542181,90.39875251,10,0.307591396,0.065047895,0.038068365,78.83146451,52.50803604,255,1.31016559,0.074181332,0.100566818,526,0.100826087,0.136082133,0.877802185,68.03219852,3,3,3,3
blq186,,,0.227615679,0.979881093,0.140416763,0.926257,0.297150997,0.965754539,0.463855753,0.928624164,0,0,0,0,0,0,0,0,176,0.193353526,112.7842875,81.24324639,123.0875795,10,0.245944716,0.065046021,0.048311093,73.12817991,44.59398869,10,1.227697773,0.043951204,0.053625167,323,0.084669539,0.113396444,0.867240302,165.829758,2,2,2,2
blq187,,,0.355706682,0.967497756,0.118119512,0.878588073,0.373870897,0.958354213,0.469285577,0.90944093,16,78.44913295,14,185.9572087,4,101.244382,1,178.0921348,179,0.189400393,113.4281634,80.0735063,122.1883881,255,0.238970949,0.060247724,0.04115642,74.26882367,44.92830858,255,1.226276144,0.040244638,0.053907335,623,0.058798697,0.09242308,0.675330883,164.3764509,2,2,1,2
blq188,,,0.347056056,0.96710238,0.175312692,0.874734627,0.503642644,0.949478468,0.346120875,0.887143597,9,103.0091743,24,188.3123089,1,61.83733826,1,177.5327103,132,0.264710184,91.62695716,77.13468273,83.58144275,10,0.378963547,0.048782118,0.031942263,78.00856592,55.1871214,255,1.35584216,0.108690568,0.092285075,503,0.136210965,0.183583264,0.636910172,145.8090567,2,2,2,2
blq189,,,0.286046191,0.972373451,0.123649486,0.890522909,0.383234944,0.950368326,0.408176558,0.907567264,7,126.6959371,27,186.3151432,2,142.394382,4,194.3690888,150,0.217582491,93.01970895,77.34274531,99.3417962,10,0.281060415,0.068519494,0.040429477,69.32914785,44.3427031,255,1.302946361,0.086193082,0.064604748,365,0.12751447,0.154784249,0.808021511,142.3210543,2,3,3,3
blq190,,,0.350174129,0.971071821,0.127381295,0.900819622,0.431974922,0.955496888,0.454198627,0.912051888,0,0,0,0,0,0,0,0,138,0.170704624,109.1255858,83.14014886,102.717111,10,0.284893938,0.050691815,0.044553353,77.03469978,47.0940706,10,1.333704611,0.058983689,0.086730526,381,0.088549785,0.118142678,0.786266801,32.10376662,3,2,3,3
blq191,,,0.297523568,0.970969881,0.123739619,0.89810401,0.342176124,0.945896877,0.526230127,0.922160257,1,76.13761468,1,226.2568807,1,111.0337079,0,0,136,0.171769624,105.0762856,77.1930201,108.7720367,10,0.264510257,0.069733249,0.027211837,62.77752415,33.28962441,10,1.365866181,0.066325935,0.044435109,455,0.012347285,0.021366549,0.985981363,150.737489,3,3,3,3
blq192,,,0.312621161,0.97404288,0.140167106,0.895783249,0.364779506,0.952533066,0.52117931,0.92107452,0,0,2,188.7431193,0,0,0,0,155,0.156551493,115.3427991,83.06826177,113.6025843,10,0.290995614,0.043590916,0.03768057,68.97790286,37.80220998,255,1.259157649,0.046080374,0.046994869,506,0.093122777,0.123345704,0.914883228,60.19796579,2,3,2,2
blq193,,,0.342445546,0.970023215,0.138267316,0.875048049,0.525314875,0.953412867,0.355336038,0.886539438,14,106.1887287,23,195.6625449,1,139.8543417,4,177.6151685,135,0.235208737,103.3213057,81.25374666,98.48041572,10,0.323210886,0.068412347,0.062576074,82.56446342,59.67128702,255,1.342654724,0.073000218,0.093161886,466,0.107314328,0.137989248,0.804005839,144.4205065,1,2,1,1
blq194,,,0.314208119,0.971435894,0.140530039,0.906007514,0.408498448,0.961194944,0.453091684,0.913124443,3,62.37060703,5,189.715942,1,100.6162465,1,212.4539326,178,0.17562098,124.1572624,80.38904006,130.6428907,195,0.234118904,0.06741189,0.041409754,80.17001184,51.40152351,255,1.21001068,0.025717337,0.064464222,701,0.053852444,0.071729778,0.845679452,171.6700119,2,3,2,2
blq195,,,0.33650324,0.972204173,0.155871184,0.889036902,0.480305887,0.956063478,0.357226595,0.899496085,6,101.2415902,11,181.7747036,1,138.4005602,0,0,130,0.263537984,97.65334446,82.67882019,93.82532124,10,0.345436084,0.036728406,0.042050348,81.47236323,57.11858798,255,1.401246455,0.098631,0.113791534,384,0.11578731,0.154956899,0.781896588,148.0769999,2,2,2,2
blq196,,,0.326187935,0.97259743,0.14937064,0.894067085,0.467985352,0.956739581,0.345618486,0.891265179,1,69.98089172,2,201.9855072,1,66.48988764,0,0,135,0.216590447,104.0017689,82.82680294,99.71636341,10,0.337942012,0.053899691,0.061202834,80.83388579,59.92722599,10,1.322337006,0.070191317,0.068942917,441,0.103099819,0.125034422,0.658199973,163.9080246,2,3,2,2
blq197,,,0.323294473,0.970647727,0.128118771,0.878107427,0.479788487,0.952084161,0.393441382,0.891928582,12,103.1093272,32,195.5510614,2,119.3333333,2,182.3586957,142,0.229166069,96.30056562,79.46013087,95.28279954,10,0.302961153,0.071894548,0.054739725,78.04379616,51.84439811,255,1.346881795,0.080190072,0.09723751,434,0.104063872,0.138679214,0.773889867,72.11408834,3,3,3,3
blq198,,,0.314516684,0.971899326,0.1413734,0.889794544,0.534659593,0.953894044,0.345254713,0.889881987,4,83.37385321,18,196.5821256,0,0,5,188.0672646,131,0.247324982,101.6498877,80.4939497,95.2204097,10,0.328955918,0.061010225,0.056359222,83.52869445,60.73527987,255,1.367737081,0.082999897,0.107246674,499,0.11078887,0.143893821,0.773569297,115.3789438,2,2,3,2
blq199,,,0.394448758,0.960269663,0.124971144,0.851306058,0.584956175,0.945623251,0.350913779,0.877391064,14,102.2975098,22,180.371345,1,104.3862928,5,181.4983146,126,0.287032271,93.151696,75.56634464,89.12349061,10,0.307819914,0.072566645,0.041472165,80.76355188,56.41839018,255,1.447745072,0.100960611,0.148181012,410,0.11087812,0.147969118,0.877001104,56.18396168,3,3,3,3
blq200,,,0.294184077,0.973928691,0.118712096,0.899176929,0.476508956,0.947060055,0.443977746,0.903258407,8,106.1077982,17,160.3637345,3,122.5798319,2,163.858427,161,0.187270004,105.0582972,80.67712312,114.6610821,10,0.253574708,0.072093851,0.040216638,74.36811981,45.32752011,255,1.291280148,0.070931954,0.071719046,560,0.085878174,0.121756779,0.928307995,105.8695173,2,3,2,2
blq201,,,0.352033317,0.973725883,0.162413414,0.871137417,0.560004608,0.949829482,0.326271566,0.876272451,11,89.83794466,14,197.9648033,4,142.5179775,2,209.6582633,124,0.274794838,97.75951089,87.14965459,92.56330886,10,0.369710739,0.039677066,0.079191854,82.09991937,60.09218312,255,1.412998499,0.098543551,0.121465374,441,0.143079577,0.230933244,0.888935367,162.6608824,2,2,2,2
blq202,,,0.308588186,0.965695092,0.215667722,0.880162737,0.532853797,0.960411623,0.328185237,0.890252553,6,73.20289855,14,192.0792923,1,153.2436975,1,125.6510903,123,0.270507648,92.7987172,71.25301205,65.32724246,10,0.425140479,0.075213319,0.037336108,90.08441552,66.37156185,255,1.419105099,0.096149844,0.228387097,442,0.118775365,0.167191171,0.801479966,74.5064141,3,3,3,3
blq203,,,0.334591371,0.95745431,0.165143984,0.871873544,0.618322248,0.940683951,0.330178634,0.876871958,4,108.3876812,8,180.4174312,0,0,0,0,119,0.242851494,83.95547366,66.72529787,70.44148272,10,0.357212273,0.0821417,0.020824656,78.99659181,56.08315975,10,1.49349808,0.141792772,0.123883567,539,0.151251344,0.190676619,0.817891063,109.709009,3,3,2,3
blq204,,,0.345946816,0.966795933,0.12355942,0.880581644,0.496723922,0.94786043,0.399470053,0.890274821,8,96.92923434,10,155.8651376,3,118.6229205,0,0,148,0.203840978,106.7820985,77.82614445,106.5982464,10,0.281976145,0.080423983,0.033859115,76.63333933,50.75491185,255,1.281609853,0.059728486,0.084819487,546,0.10031348,0.139602926,0.254409341,68.78134921,2,3,2,2
blq205,,,0.260681348,0.976170097,0.12436096,0.909106799,0.33193491,0.957792558,0.499540316,0.926094556,16,93.25172018,23,204.3100189,0,0,2,156.0191011,161,0.151412403,111.3329772,79.88107268,115.3320783,10,0.257745005,0.084503742,0.051727101,69.8198207,39.61862811,255,1.222499961,0.035744973,0.040713025,537,0.066566784,0.087542088,0.90867897,143.3585431,2,3,2,2
blq206,,,0.312490855,0.975652475,0.137771852,0.889520639,0.473607929,0.957316983,0.378466231,0.893612774,15,108.2724458,25,187.6194495,2,113.9313725,0,0,147,0.234891455,106.5417652,85.61140223,103.8438205,10,0.316775462,0.049673615,0.071950302,82.14059644,56.42924204,255,1.279332185,0.070154578,0.105365333,569,0.096224316,0.140085129,0.926993016,64.40967434,3,3,2,3
blq207,,,0.394527363,0.963433154,0.115605991,0.866722637,0.424576372,0.958151839,0.391635862,0.895673968,17,81.97787372,16,193.209289,2,122.4247191,1,207.2434109,146,0.242824032,103.0828875,78.90215253,104.8441623,10,0.273631841,0.054330338,0.038192124,78.95128597,53.1177714,255,1.310635875,0.065493428,0.105343927,432,0.088222826,0.108528655,0.766252181,152.3857963,3,3,2,3
blq208,,,0.538601533,0.955348368,0.146856572,0.842799101,0.553609747,0.949245377,0.313516453,0.884318404,7,132.2892999,10,164.1440367,2,66.88095238,1,194.7280899,118,0.298009744,96.06786781,82.84219853,89.31709869,10,0.36019025,0.045707491,0.059357907,81.44329285,61.57079221,255,1.467871581,0.114340071,0.121093936,369,0.116708958,0.175040369,0.839930486,142.9890631,3,2,2,2
blq209,,,0.383638672,0.957865844,0.15977019,0.863108788,0.674976267,0.938425618,0.315365185,0.865370918,5,88.81100917,13,158.7311221,0,0,0,0,120,0.273834922,88.92668196,71.75801906,73.05143912,10,0.366064592,0.073645331,0.03405252,81.18437249,60.26573414,255,1.456736183,0.114274132,0.113103013,485,0.132079128,0.207793563,0.813211008,113.6147856,3,3,3,3
blq210,,,0.432425639,0.958678565,0.115919512,0.863426696,0.573770492,0.94627514,0.353765751,0.888146488,2,78.37614679,13,176.1362032,1,137.5231054,1,195.3395639,121,0.242520783,100.4187047,77.89243826,100.382768,10,0.286493236,0.079084287,0.042705515,80.57731816,56.87709563,10,1.467679501,0.097898023,0.135483871,396,0.039147343,0.049747948,0.687843663,169.745401,3,3,2,3
blq211,,,0.425934999,0.957482608,0.115594978,0.859846412,0.696027122,0.938297986,0.334616554,0.86801398,4,74.14855072,14,201.8902692,0,0,2,195.0910364,124,0.256432399,99.39543346,75.93172646,95.2838249,10,0.288733823,0.06953629,0.03728346,82.39227261,60.61738432,255,1.448253479,0.081950586,0.106089497,531,0.07370001,0.100310006,0.806184388,99.59250095,3,3,3,3
blq212,,,0.349704674,0.965548514,0.102076389,0.860012275,0.501644737,0.945884741,0.401814723,0.889213652,15,102.111315,23,176.3689669,1,127.3401109,5,130.7042697,128,0.223034515,99.70223256,77.03166419,102.7465607,255,0.253056274,0.098183791,0.059721025,75.49630646,48.80201018,255,1.395033356,0.081362316,0.091225382,490,0.060293895,0.075190628,0.831990988,88.40389447,3,3,3,3
blq213,,,0.262347089,0.975735063,0.14153352,0.902614232,0.385291767,0.951586674,0.419080904,0.917386032,11,84.50197628,23,181.1379962,1,157.3662921,6,173.4897004,139,0.241141856,94.60340793,78.32167613,91.55273857,10,0.316128381,0.050529027,0.03557991,70.30194686,44.04075079,255,1.309941668,0.089947224,0.063053963,327,0.07320649,0.11978454,0.885397108,94.27310488,3,3,3,3
blq214,,,0.332312592,0.966868302,0.151891548,0.873846902,0.496132451,0.954690724,0.339127053,0.884789052,7,100.1834862,10,194.2478261,0,0,0,0,124,0.306675511,92.31508466,75.42066492,83.81386669,10,0.349263662,0.063694268,0.033591626,81.47297421,58.24037437,255,1.441356647,0.103087346,0.129295306,404,0.169675546,0.264949712,0.8351277,85.93063823,3,3,3,3
