# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT,DIP,DIP.1,target_pregnant,et_month,et_dayofweek,opu_lag_days,freeze_lag_days
161.0,DZF,DZF,DZF,2025-11-03,DZF,32238,Local crossbred,Cow,,left,14.3,CIDR+GnRH+PGF+GnRH,Frozen,,2025-09-24,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-09-16,649,Grey Brahman,1.5,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,48.0,40.0
162.0,DZF,DZF,DZF,2025-11-03,DZF,32,Local crossbred,Cow,,left,19.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-10-26,612,Grey Brahman,2.2,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
163.0,DZF,DZF,DZF,2025-11-03,DZF,32291,Local crossbred,Cow,,right,14.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-10-26,D3,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
164.0,DZF,DZF,DZF,2025-11-03,DZF,32793,Local crossbred,Cow,,right,14.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,,Open,,,,2025-10-26,D3,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
165.0,DZF,DZF,DZF,2025-11-03,DZF,32824,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,8.0,1.0,,7.0,,Pregnant,,,,2025-10-26,D2,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,Dawood,-107.0,107.0,1.0,2025-11,0.0,8.0,
166.0,DZF,DZF,DZF,2025-11-03,DZF,32826,Local crossbred,Cow,,left,17.2,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,,Open,,,,2025-10-26,612,Grey Brahman,2.2,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
167.0,DZF,DZF,DZF,2025-11-03,DZF,87,Local crossbred,Cow,,right,11.6,CIDR+GnRH+PGF+GnRH,Frozen,,2025-09-24,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-09-16,649,Grey Brahman,1.5,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,48.0,40.0
168.0,DZF,DZF,DZF,2025-11-03,DZF,94,Local crossbred,Cow,,left,11.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-10-26,408,Beef Master,3.6,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
169.0,DZF,DZF,DZF,2025-11-03,DZF,95,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-09-24,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-09-16,649,Grey Brahman,1.5,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,48.0,40.0
170.0,DZF,DZF,DZF,2025-11-03,DZF,54,Local crossbred,Cow,,right,16.75,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,,Pregnant,,,,2025-10-26,04-08,Beef Master,3.6,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,107.0,1.0,2025-11,0.0,8.0,
171.0,DZF,DZF,DZF,2025-11-03,DZF,53,Local crossbred,Cow,,left,12.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,Yes,7.0,,Open,,,,2025-10-26,612,Grey Brahman,2.2,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
172.0,DZF,DZF,DZF,2025-11-03,DZF,31890,Local crossbred,Cow,,left,12.3,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,,Open,,,,2025-10-26,D3,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
173.0,DZF,DZF,DZF,2025-11-03,DZF,32159,Local crossbred,Cow,,right,15.75,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,8.0,1.0,,7.0,,Open,,,,2025-10-26,D2,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,0.0,8.0,
174.0,DZF,DZF,DZF,2025-11-03,DZF,31583,Local crossbred,Cow,Yes,left,16.0,Natural heat,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,,Pregnant,,,,2025-10-26,612,Grey Brahman,2.2,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,107.0,1.0,2025-11,0.0,8.0,
175.0,DZF,DZF,DZF,2025-11-13,DZF,78,Local crossbred,Cow,,left,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,597,Grey Brahman,2.9,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
176.0,DZF,DZF,DZF,2025-11-13,DZF,83,Local crossbred,Cow,,right,10.37,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,909,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
177.0,DZF,DZF,DZF,2025-11-13,DZF,89,Local crossbred,Cow,,left,12.4,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,909,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
178.0,DZF,DZF,DZF,2025-11-13,DZF,92,Local crossbred,Cow,,left,15.1,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,8.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
179.0,DZF,DZF,DZF,2025-11-13,DZF,93,Local crossbred,Cow,,right,12.3,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,909,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
180.0,DZF,DZF,DZF,2025-11-13,DZF,98,Local crossbred,Cow,,left,10.2,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,649,Grey Brahman,1.5,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
181.0,DZF,DZF,DZF,2025-11-13,DZF,66,Local crossbred,Cow,,right,15.45,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,04-04,Beef Master,-0.4,VL Rojo Whiskey 60/1,,Sexed Female,Red Brahman,,,,0.0,2025-11,3.0,8.0,
182.0,DZF,DZF,DZF,2025-11-13,DZF,55,Local crossbred,Cow,,left,22.1,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,612+2/4,Grey Brahman,,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
183.0,DZF,DZF,DZF,2025-11-13,DZF,73,Local crossbred,Cow,,right,10.3,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,04-04,Beef Master,-0.4,VL Rojo Whiskey 60/1,,Sexed Female,Red Brahman,,,,0.0,2025-11,3.0,8.0,
184.0,DZF,DZF,DZF,2025-11-13,DZF,111,Local crossbred,Cow,,right,13.75,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
185.0,DZF,DZF,DZF,2025-11-13,DZF,112,Local crossbred,Cow,,right,16.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
186.0,DZF,DZF,DZF,2025-11-13,DZF,131,Local crossbred,Cow,,left,11.1,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,597,Grey Brahman,2.9,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
187.0,DZF,DZF,DZF,2025-11-13,DZF,123,Local crossbred,Cow,,right,15.1,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
188.0,DZF,DZF,DZF,2025-11-13,DZF,122,Local crossbred,Cow,,left,12.1,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,967,Grey Brahman,3.0,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
189.0,DZF,DZF,DZF,2025-11-13,DZF,159,Local crossbred,Cow,,right,8.15,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,967,Grey Brahman,3.0,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
190.0,DZF,DZF,DZF,2025-11-13,DZF,158,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
191.0,DZF,DZF,DZF,2025-11-13,DZF,149,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,612+2/4,Grey Brahman,,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
192.0,DZF,DZF,DZF,2025-11-13,DZF,146,Local crossbred,Cow,,right,13.1,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
193.0,DZF,DZF,DZF,2025-11-13,DZF,144,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
194.0,DZF,DZF,DZF,2025-11-13,DZF,143,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,609,Grey Brahman,2.3,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
195.0,DZF,DZF,DZF,2025-11-13,DZF,141,Local crossbred,Cow,,right,12.35,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,747,Grey Brahman,1.6,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
196.0,DZF,DZF,DZF,2025-11-13,DZF,138,Local crossbred,Cow,,right,14.45,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,04-04,Beef Master,-0.4,VL Rojo Whiskey 60/1,,Sexed Female,Red Brahman,,,,0.0,2025-11,3.0,8.0,
197.0,DZF,DZF,DZF,2025-11-13,DZF,136,Local crossbred,Cow,,left,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
198.0,DZF,DZF,DZF,2025-11-13,DZF,163,Local crossbred,Cow,,right,17.1,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Recheck,,,,2025-11-05,SM006,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,,2025-11,3.0,8.0,
199.0,DZF,DZF,DZF,2025-11-13,DZF,167,Local crossbred,Cow,,left,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,909,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
200.0,DZF,DZF,DZF,2025-11-13,DZF,31459,Local crossbred,Cow,,left,13.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Recheck,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,,2025-11,3.0,8.0,
201.0,DZF,DZF,DZF,2025-11-13,DZF,31525,Local crossbred,Cow,,left,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,747,Grey Brahman,1.6,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
202.0,DZF,DZF,DZF,2025-11-13,DZF,31824,Local crossbred,Cow,,right,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
203.0,DZF,DZF,DZF,2025-11-13,DZF,59,Local crossbred,Cow,,right,15.4,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,97.0,1.0,2025-11,3.0,8.0,
204.0,DZF,DZF,DZF,2025-11-13,DZF,64,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
205.0,DZF,DZF,DZF,2025-11-13,DZF,119,Local crossbred,Cow,,left,17.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,909,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
206.0,DZF,DZF,DZF,2025-11-13,DZF,114,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,97.0,1.0,2025-11,3.0,8.0,
207.0,DZF,DZF,DZF,2025-11-13,DZF,120,Local crossbred,Cow,,left,12.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,909,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
208.0,DZF,DZF,DZF,2025-11-13,DZF,151,Local crossbred,Cow,,right,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
209.0,DZF,DZF,DZF,2025-11-13,DZF,170,Local crossbred,Cow,,right,14.2,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,97.0,1.0,2025-11,3.0,8.0,
210.0,DZF,DZF,DZF,2025-11-13,DZF,177,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
211.0,DZF,DZF,DZF,2025-11-13,DZF,184,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
212.0,DZF,DZF,DZF,2025-11-13,DZF,192,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
213.0,DZF,DZF,DZF,2025-11-13,DZF,204,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
214.0,DZF,DZF,DZF,2025-11-13,DZF,205,Local crossbred,Cow,,left,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
215.0,DZF,DZF,DZF,2025-11-13,DZF,213,Local crossbred,Cow,,left,12.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
216.0,DZF,DZF,DZF,2025-11-13,DZF,231,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,SM006,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,97.0,1.0,2025-11,3.0,8.0,
217.0,DZF,DZF,DZF,2025-11-13,DZF,238,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
218.0,DZF,DZF,DZF,2025-11-13,DZF,266,Local crossbred,Cow,,left,14.2,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
219.0,DZF,DZF,DZF,2025-11-13,DZF,32210,Local crossbred,Cow,,left,14.5,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
220.0,DZF,DZF,DZF,2025-11-13,DZF,32794,Local crossbred,Cow,,right,13.5,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
221.0,DZF,DZF,DZF,2025-11-13,DZF,99,Local crossbred,Cow,,right,13.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,612+2/4,Grey Brahman,,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
222.0,DZF,DZF,DZF,2025-11-13,DZF,57,Local crossbred,Cow,,left,9.9,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
223.0,DZF,DZF,DZF,2025-11-13,DZF,74,Local crossbred,Cow,,right,12.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
224.0,DZF,DZF,DZF,2025-11-13,DZF,69,Local crossbred,Cow,,right,10.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,8.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,609,Grey Brahman,2.3,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
225.0,DZF,DZF,DZF,2025-11-13,DZF,107,Local crossbred,Cow,,right,14.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,N,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
226.0,DZF,DZF,DZF,2025-11-13,DZF,125,Local crossbred,Cow,,left,11.5,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,909,Grey Brahman,2.1,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
227.0,DZF,DZF,DZF,2025-11-13,DZF,118,Local crossbred,Cow,,left,13.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,649,Grey Brahman,1.5,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
228.0,DZF,DZF,DZF,2025-11-13,DZF,150,Local crossbred,Cow,,left,12.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
229.0,DZF,DZF,DZF,2025-11-13,DZF,139,Local crossbred,Cow,,right,14.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
230.0,DZF,DZF,DZF,2025-11-13,DZF,171,Local crossbred,Cow,,right,13.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,SM006,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,97.0,1.0,2025-11,3.0,8.0,
231.0,DZF,DZF,DZF,2025-11-13,DZF,206,Local crossbred,Cow,,right,14.5,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
232.0,DZF,DZF,DZF,2025-11-13,DZF,207,Local crossbred,Cow,,right,12.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
233.0,DZF,DZF,DZF,2025-11-13,DZF,216,Local crossbred,Cow,,right,18.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
234.0,DZF,DZF,DZF,2025-11-13,DZF,220,Local crossbred,Cow,,right,13.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
235.0,DZF,DZF,DZF,2025-11-13,DZF,221,Local crossbred,Cow,,left,18.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,97.0,1.0,2025-11,3.0,8.0,
236.0,DZF,DZF,DZF,2025-11-13,DZF,248,Local crossbred,Cow,,left,12.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
